净值日期,单位净值,日增长率
2025-12-02,4.4964,-0.68
2025-12-03,4.4267,-1.55
2025-12-04,4.4336,0.16
2025-12-05,4.4407,0.16
2025-12-08,4.5197,1.78
2025-12-09,4.5253,0.12
2025-12-10,4.5045,-0.46
2025-12-11,4.4797,-0.55
2025-12-12,4.5083,0.64
2025-12-15,4.4006,-2.39
2025-12-16,4.3374,-1.44
2025-12-17,4.4814,3.32
2025-12-18,4.3681,-2.53
2025-12-19,4.3731,0.11
2025-12-22,4.4462,1.67
2025-12-23,4.5278,1.84
2025-12-24,4.5882,1.33
2025-12-25,4.5983,0.22
2025-12-26,4.6524,1.18
2025-12-29,4.5929,-1.28
2025-12-30,4.596,0.07
2025-12-31,4.5516,-0.97
2026-01-05,4.7045,3.36
2026-01-06,4.7325,0.6
2026-01-07,4.665,-1.43
2026-01-08,4.6072,-1.24
2026-01-09,4.6502,0.93
2026-01-12,4.641,-0.2
2026-01-13,4.5537,-1.88
2026-01-14,4.5556,0.04
2026-01-15,4.5778,0.49
2026-01-16,4.5457,-0.7
2026-01-19,4.5056,-0.88
2026-01-20,4.388,-2.61
2026-01-21,4.416,0.64
2026-01-22,4.3907,-0.57
2026-01-23,4.4415,1.16
2026-01-26,4.3681,-1.65
2026-01-27,4.3338,-0.79
2026-01-28,4.2826,-1.18
2026-01-29,4.2501,-0.76
2026-01-30,4.2921,0.99
2026-02-02,4.2311,-1.42
2026-02-03,4.2409,0.23
2026-02-04,4.1821,-1.39
2026-02-05,4.1067,-1.8
2026-02-06,4.1179,0.27
2026-02-09,4.1957,1.89
2026-02-10,4.2011,0.13
2026-02-11,4.1826,-0.44
2026-02-12,4.1835,0.02
2026-02-13,4.1201,-1.52
2026-02-24,4.1352,0.37
2026-02-25,4.1882,1.28
2026-02-26,4.2124,0.58
2026-02-27,4.1698,-1.01
2026-03-02,4.2215,1.24
2026-03-03,4.1011,-2.85
2026-03-04,4.0601,-1.0
2026-03-05,4.1156,1.37
2026-03-06,4.1217,0.15
2026-03-09,4.0611,-1.47
2026-03-10,4.1114,1.24
2026-03-11,4.0652,-1.12
2026-03-12,3.9785,-2.13
2026-03-13,3.9275,-1.28
2026-03-16,3.917,-0.27
2026-03-17,3.8457,-1.82
2026-03-18,3.9038,1.51
2026-03-19,3.7879,-2.97
2026-03-20,3.7878,0.0
2026-03-23,3.6915,-2.54
2026-03-24,3.752,1.64
2026-03-25,3.8069,1.46
2026-03-26,3.7685,-1.01
2026-03-27,3.7746,0.16
2026-03-30,3.777,0.06
2026-03-31,3.7236,-1.41
2026-04-01,3.7666,1.15
2026-04-02,3.717,-1.32
2026-04-03,3.7133,-0.1
2026-04-07,3.7109,-0.06
2026-04-08,3.874,4.4
2026-04-09,3.8862,0.31
2026-04-10,3.9682,2.11
2026-04-13,3.9835,0.39
2026-04-14,4.0322,1.22
2026-04-15,3.9977,-0.86
2026-04-16,4.0889,2.28
2026-04-17,4.1579,1.69
2026-04-20,4.1525,-0.13
2026-04-21,4.1728,0.49
2026-04-22,4.2518,1.89
2026-04-23,4.241,-0.25
2026-04-24,4.2086,-0.76
2026-04-27,4.1881,-0.49
2026-04-28,4.1474,-0.97
2026-04-29,4.2281,1.95
2026-04-30,4.2726,1.05
2026-05-06,4.378,2.47
2026-05-07,4.4553,1.77
2026-05-08,4.3922,-1.42
2026-05-11,4.4809,2.02
2026-05-12,4.497,0.36
2026-05-13,4.6001,2.29
2026-05-14,4.4734,-2.75
2026-05-15,4.4048,-1.53
2026-05-18,4.4401,0.8
2026-05-19,4.461,0.47
2026-05-20,4.5032,0.95
2026-05-21,4.385,-2.62
2026-05-22,4.5561,3.9
2026-05-25,4.6746,2.6
2026-05-26,4.6837,0.19
2026-05-27,4.6906,0.15
2026-05-28,4.7826,1.96
2026-05-29,4.6632,-2.5
2026-06-01,4.5066,-3.36
2026-06-02,4.6757,3.75
2026-06-03,4.7795,2.22
